1,10000,0.006612926368432818
2,20000,0.0008610126124694944
3,30000,0.00048361232985334935
4,40000,0.00033574361195642266
5,50000,0.0002664233852759935
6,60000,0.00021868137477285926
7,70000,0.00019072960339544808
8,80000,0.00017225735680331128
9,90000,0.000150412756150763
10,100000,0.00014187683194541022
11,110000,0.00013200883480749326
12,120000,0.00012127360659796977
13,130000,0.00012230195198571891
14,140000,0.00011520006854298117
15,150000,0.00010881786865538743
16,160000,0.00010657548163126193
17,170000,9.730615418666275e-05
18,180000,0.0001051320228007171
19,190000,9.253250291640142e-05
20,200000,8.957724262272677e-05
21,210000,9.519343411502632e-05
22,220000,8.357113890397158e-05
23,230000,8.904212876896053e-05
24,240000,7.729972895849642e-05
25,250000,8.588152053343947e-05
26,260000,7.779724143692875e-05
27,270000,8.537675049319659e-05
28,280000,6.356795135307039e-05
29,290000,7.407436333087389e-05
30,300000,7.162278622454323e-05
31,310000,6.864968091631454e-05
32,320000,7.315450594160212e-05
33,330000,7.080302601752919e-05
34,340000,6.34250885151232e-05
35,350000,6.733849963584361e-05
36,360000,6.422802944334762e-05
37,370000,6.320140318966878e-05
38,380000,6.83783310148101e-05
39,390000,5.6942072082620144e-05
40,400000,6.591113100548683e-05
41,410000,5.932066695049798e-05
42,420000,5.585920204375725e-05
43,430000,5.722930376387012e-05
44,440000,5.989020759543564e-05
45,450000,5.532124825331266e-05
46,460000,5.6071326932669765e-05
47,470000,5.950586878825561e-05
48,480000,4.983029556251495e-05
49,490000,5.199615664441808e-05
50,500000,6.158876042991323e-05
