Success,Time,Epoch,Dataset
True,30,7,Hundredth
True,110,7,Hundredth
True,77,7,Hundredth
True,47,7,Hundredth
False,500,7,Hundredth
False,500,7,Hundredth
True,79,7,Hundredth
True,105,7,Hundredth
True,78,7,Hundredth
True,43,8,Hundredth
False,500,8,Hundredth
True,53,8,Hundredth
False,500,8,Hundredth
False,500,8,Hundredth
False,500,8,Hundredth
False,500,8,Hundredth
True,113,8,Hundredth
True,107,8,Hundredth
False,500,8,Hundredth
False,500,9,Hundredth
True,162,9,Hundredth
True,45,9,Hundredth
True,76,9,Hundredth
False,500,9,Hundredth
True,78,9,Hundredth
True,170,9,Hundredth
False,500,9,Hundredth
False,500,9,Hundredth
True,34,9,Hundredth
False,500,10,Hundredth
True,20,10,Hundredth
True,74,10,Hundredth
True,93,10,Hundredth
False,500,10,Hundredth
True,65,10,Hundredth
True,48,10,Hundredth
True,35,10,Hundredth
True,86,10,Hundredth
False,500,10,Hundredth
True,76,11,Hundredth
False,500,11,Hundredth
True,86,11,Hundredth
False,500,11,Hundredth
True,60,11,Hundredth
True,89,11,Hundredth
True,127,11,Hundredth
True,47,11,Hundredth
True,64,11,Hundredth
False,500,11,Hundredth
True,79,12,Hundredth
False,500,12,Hundredth
True,107,12,Hundredth
False,500,12,Hundredth
True,123,12,Hundredth
False,500,12,Hundredth
True,204,12,Hundredth
False,500,12,Hundredth
True,43,12,Hundredth
True,44,12,Hundredth
False,500,13,Hundredth
True,74,13,Hundredth
True,20,13,Hundredth
True,52,13,Hundredth
True,143,13,Hundredth
False,500,13,Hundredth
False,500,13,Hundredth
False,500,13,Hundredth
False,500,13,Hundredth
True,56,13,Hundredth
True,126,14,Hundredth
False,500,14,Hundredth
True,85,14,Hundredth
True,44,14,Hundredth
True,71,14,Hundredth
False,500,14,Hundredth
True,290,14,Hundredth
True,73,14,Hundredth
True,24,14,Hundredth
True,72,14,Hundredth
False,500,15,Hundredth
True,86,15,Hundredth
True,102,15,Hundredth
False,500,15,Hundredth
True,90,15,Hundredth
False,500,15,Hundredth
False,500,15,Hundredth
False,500,15,Hundredth
False,500,15,Hundredth
True,90,15,Hundredth
False,500,16,Hundredth
False,500,16,Hundredth
True,63,16,Hundredth
False,500,16,Hundredth
False,500,16,Hundredth
True,92,16,Hundredth
True,21,16,Hundredth
False,500,16,Hundredth
True,88,16,Hundredth
True,74,16,Hundredth
True,94,17,Hundredth
False,500,17,Hundredth
True,62,17,Hundredth
True,71,17,Hundredth
False,500,17,Hundredth
False,500,17,Hundredth
False,500,17,Hundredth
True,88,17,Hundredth
True,66,17,Hundredth
False,500,17,Hundredth
False,500,18,Hundredth
True,53,18,Hundredth
True,32,18,Hundredth
True,26,18,Hundredth
False,500,18,Hundredth
False,500,18,Hundredth
False,500,18,Hundredth
False,500,18,Hundredth
True,100,18,Hundredth
False,500,18,Hundredth
False,500,19,Hundredth
False,500,19,Hundredth
True,80,19,Hundredth
False,500,19,Hundredth
False,500,19,Hundredth
False,500,19,Hundredth
False,500,19,Hundredth
False,500,19,Hundredth
False,500,19,Hundredth
True,36,19,Hundredth
False,500,20,Hundredth
True,88,20,Hundredth
True,70,20,Hundredth
True,90,20,Hundredth
False,500,20,Hundredth
False,500,20,Hundredth
False,500,20,Hundredth
True,71,20,Hundredth
False,500,20,Hundredth
False,500,20,Hundredth
False,500,21,Hundredth
False,500,21,Hundredth
False,500,21,Hundredth
False,500,21,Hundredth
True,54,21,Hundredth
True,57,21,Hundredth
True,49,21,Hundredth
False,500,21,Hundredth
False,500,21,Hundredth
False,500,21,Hundredth
False,500,22,Hundredth
True,111,22,Hundredth
True,74,22,Hundredth
True,228,22,Hundredth
False,500,22,Hundredth
False,500,22,Hundredth
True,32,22,Hundredth
True,58,22,Hundredth
False,500,22,Hundredth
True,51,22,Hundredth
True,56,23,Hundredth
True,26,23,Hundredth
False,500,23,Hundredth
False,500,23,Hundredth
False,500,23,Hundredth
True,86,23,Hundredth
False,500,23,Hundredth
True,45,23,Hundredth
False,500,23,Hundredth
False,500,23,Hundredth
False,500,24,Hundredth
True,93,24,Hundredth
True,85,24,Hundredth
True,63,24,Hundredth
True,64,24,Hundredth
True,327,24,Hundredth
True,46,24,Hundredth
False,500,24,Hundredth
True,61,24,Hundredth
True,127,24,Hundredth
True,32,25,Hundredth
False,500,25,Hundredth
True,63,25,Hundredth
False,500,25,Hundredth
False,500,25,Hundredth
True,59,25,Hundredth
False,500,25,Hundredth
False,500,25,Hundredth
False,500,25,Hundredth
False,500,25,Hundredth
False,500,26,Hundredth
True,45,26,Hundredth
False,500,26,Hundredth
True,47,26,Hundredth
False,500,26,Hundredth
True,30,26,Hundredth
True,51,26,Hundredth
True,74,26,Hundredth
True,95,26,Hundredth
True,165,26,Hundredth
False,500,27,Hundredth
True,49,27,Hundredth
False,500,27,Hundredth
False,500,27,Hundredth
True,97,27,Hundredth
False,500,27,Hundredth
True,98,27,Hundredth
False,500,27,Hundredth
True,69,27,Hundredth
True,53,27,Hundredth
False,500,28,Hundredth
False,500,28,Hundredth
False,500,28,Hundredth
False,500,28,Hundredth
False,500,28,Hundredth
False,500,28,Hundredth
False,500,28,Hundredth
True,102,28,Hundredth
False,500,28,Hundredth
False,500,28,Hundredth
True,65,29,Hundredth
False,500,29,Hundredth
True,81,29,Hundredth
False,500,29,Hundredth
False,500,29,Hundredth
False,500,29,Hundredth
False,500,29,Hundredth
False,500,29,Hundredth
False,500,29,Hundredth
False,500,29,Hundredth
True,110,30,Hundredth
False,500,30,Hundredth
False,500,30,Hundredth
True,40,30,Hundredth
True,48,30,Hundredth
False,500,30,Hundredth
True,66,30,Hundredth
True,101,30,Hundredth
True,50,30,Hundredth
False,500,30,Hundredth
True,22,31,Hundredth
False,500,31,Hundredth
True,55,31,Hundredth
False,500,31,Hundredth
True,57,31,Hundredth
True,45,31,Hundredth
False,500,31,Hundredth
True,73,31,Hundredth
False,500,31,Hundredth
False,500,31,Hundredth
False,500,32,Hundredth
False,500,32,Hundredth
False,500,32,Hundredth
False,500,32,Hundredth
False,500,32,Hundredth
True,67,32,Hundredth
True,197,32,Hundredth
False,500,32,Hundredth
False,500,32,Hundredth
False,500,32,Hundredth
False,500,33,Hundredth
True,67,33,Hundredth
False,500,33,Hundredth
True,18,33,Hundredth
True,78,33,Hundredth
False,500,33,Hundredth
False,500,33,Hundredth
False,500,33,Hundredth
False,500,33,Hundredth
False,500,33,Hundredth
False,500,34,Hundredth
True,58,34,Hundredth
False,500,34,Hundredth
True,20,34,Hundredth
False,500,34,Hundredth
True,32,34,Hundredth
False,500,34,Hundredth
True,115,34,Hundredth
False,500,34,Hundredth
False,500,34,Hundredth
False,500,35,Hundredth
True,28,35,Hundredth
True,34,35,Hundredth
False,500,35,Hundredth
False,500,35,Hundredth
False,500,35,Hundredth
True,107,35,Hundredth
True,108,35,Hundredth
False,500,35,Hundredth
False,500,35,Hundredth
True,30,36,Hundredth
True,38,36,Hundredth
False,500,36,Hundredth
True,113,36,Hundredth
True,35,36,Hundredth
False,500,36,Hundredth
True,44,36,Hundredth
True,58,36,Hundredth
False,500,36,Hundredth
True,83,36,Hundredth
False,500,37,Hundredth
False,500,37,Hundredth
False,500,37,Hundredth
False,500,37,Hundredth
False,500,37,Hundredth
True,54,37,Hundredth
False,500,37,Hundredth
False,500,37,Hundredth
True,113,37,Hundredth
False,500,37,Hundredth
True,93,38,Hundredth
True,27,38,Hundredth
False,500,38,Hundredth
False,500,38,Hundredth
False,500,38,Hundredth
True,59,38,Hundredth
False,500,38,Hundredth
True,55,38,Hundredth
False,500,38,Hundredth
False,500,38,Hundredth
False,500,39,Hundredth
False,500,39,Hundredth
True,133,39,Hundredth
False,500,39,Hundredth
True,72,39,Hundredth
False,500,39,Hundredth
False,500,39,Hundredth
False,500,39,Hundredth
True,105,39,Hundredth
False,500,39,Hundredth
True,53,40,Hundredth
False,500,40,Hundredth
False,500,40,Hundredth
False,500,40,Hundredth
False,500,40,Hundredth
True,124,40,Hundredth
False,500,40,Hundredth
False,500,40,Hundredth
False,500,40,Hundredth
False,500,40,Hundredth
True,43,41,Hundredth
True,81,41,Hundredth
False,500,41,Hundredth
True,75,41,Hundredth
False,500,41,Hundredth
True,132,41,Hundredth
False,500,41,Hundredth
True,64,41,Hundredth
False,500,41,Hundredth
True,98,41,Hundredth
False,500,42,Hundredth
False,500,42,Hundredth
False,500,42,Hundredth
True,42,42,Hundredth
False,500,42,Hundredth
False,500,42,Hundredth
False,500,42,Hundredth
True,38,42,Hundredth
False,500,42,Hundredth
True,122,42,Hundredth
False,500,43,Hundredth
False,500,43,Hundredth
False,500,43,Hundredth
True,101,43,Hundredth
False,500,43,Hundredth
False,500,43,Hundredth
False,500,43,Hundredth
True,85,43,Hundredth
True,135,43,Hundredth
False,500,43,Hundredth
False,500,44,Hundredth
False,500,44,Hundredth
True,89,44,Hundredth
True,94,44,Hundredth
False,500,44,Hundredth
False,500,44,Hundredth
False,500,44,Hundredth
False,500,44,Hundredth
True,65,44,Hundredth
True,94,44,Hundredth
False,500,45,Hundredth
False,500,45,Hundredth
False,500,45,Hundredth
True,36,45,Hundredth
True,57,45,Hundredth
False,500,45,Hundredth
True,127,45,Hundredth
False,500,45,Hundredth
False,500,45,Hundredth
False,500,45,Hundredth
True,52,46,Hundredth
False,500,46,Hundredth
True,58,46,Hundredth
False,500,46,Hundredth
False,500,46,Hundredth
True,76,46,Hundredth
False,500,46,Hundredth
True,35,46,Hundredth
False,500,46,Hundredth
False,500,46,Hundredth
False,500,47,Hundredth
True,83,47,Hundredth
False,500,47,Hundredth
False,500,47,Hundredth
False,500,47,Hundredth
False,500,47,Hundredth
True,59,47,Hundredth
False,500,47,Hundredth
True,121,47,Hundredth
False,500,47,Hundredth
False,500,48,Hundredth
False,500,48,Hundredth
False,500,48,Hundredth
False,500,48,Hundredth
True,75,48,Hundredth
False,500,48,Hundredth
False,500,48,Hundredth
True,68,48,Hundredth
True,74,48,Hundredth
True,77,48,Hundredth
False,500,49,Hundredth
False,500,49,Hundredth
True,53,49,Hundredth
True,47,49,Hundredth
True,81,49,Hundredth
False,500,49,Hundredth
True,94,49,Hundredth
True,97,49,Hundredth
False,500,49,Hundredth
False,500,49,Hundredth
False,500,50,Hundredth
False,500,50,Hundredth
False,500,50,Hundredth
True,68,50,Hundredth
True,88,50,Hundredth
False,500,50,Hundredth
False,500,50,Hundredth
True,96,50,Hundredth
False,500,50,Hundredth
True,27,50,Hundredth
