1,10000,0.013368270827364177
2,20000,0.004694549460848793
3,30000,0.0031358499483088963
4,40000,0.0024568766504875386
5,50000,0.0020755799458944237
6,60000,0.0018439271912910045
7,70000,0.0016699045108282008
8,80000,0.0015471019615069964
9,90000,0.0014552591580955776
10,100000,0.0013773127661203034
11,110000,0.0013295461985340807
12,120000,0.0012813476087409072
13,130000,0.0012384314448339864
14,140000,0.0011933996333857067
15,150000,0.0011724474836024455
16,160000,0.0011310166905110237
17,170000,0.0011150312115729322
18,180000,0.0010917265578871593
19,190000,0.0010749607143283357
20,200000,0.0010540436443523503
21,210000,0.0010360247159085702
22,220000,0.0010205053977842909
23,230000,0.0010130959811329376
24,240000,0.0009893658686429261
25,250000,0.0009835363576130476
26,260000,0.000976075198725448
27,270000,0.0009647658372297883
28,280000,0.0009514972879667767
29,290000,0.0009391738696780522
30,300000,0.000928105514566414
31,310000,0.0009212940548895858
32,320000,0.0009154097966675181
33,330000,0.0009117896112904419
34,340000,0.0008939107219805009
35,350000,0.0008870358535728883
36,360000,0.0008858619093371089
37,370000,0.0008757491443160689
38,380000,0.0008715646302211098
39,390000,0.00086876970041194
40,400000,0.0008588520028628409
41,410000,0.0008545692801300901
42,420000,0.0008532294795993949
43,430000,0.0008449636031175032
44,440000,0.0008394733605178771
45,450000,0.0008375885511748493
46,460000,0.0008271400350029581
47,470000,0.0008365016159659717
48,480000,0.0008221910869731801
49,490000,0.0008192746541986708
50,500000,0.0008198076920234598
